Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_4757,Single Male with one child; education: Bachelors degree working as professional,50K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",19.0421,,no,[],Best Price Savers,,4.47 Millions,1.4304 Millions,1510.72,1887.7,227.8,150.59,val: 650.4028,sao paulo,5P,-23.66336209576426,-46.682048105747576,ibitinga,SP,-21.7664768468313,data: -48.83154737836604,4.0
mc_ID_4758,"Married Female with five children, education: high school degree working as professional",110K+,"Bread from Baked Goods department, Ordered Brand : Fantastic",11.5415,7.1807,yes,[],Sale Sale Sale,Mid-Size,6.0 Millions,2.7 Millions,2085.67,3389.77,783.64,521.17,739.4697,sao paulo,SP,-23.604992791274807,-46.65977531750252,floriañopolis,SC,-27.60731306466045,-48.59058002775691,amount: 5.0
mc_ID_4759,"Single Male with four children, education: partial high school working as skilled manual",10K or more,"Meat from Deli department, Ordered Brand : American",measure: 31.8337,27.3275,yes,"['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Super Duper Savers,Deluxe,$5.48 Millions,2.1372 Millions,2055.29,3143.17,656.13,436.09,364.2695,ponta p0ra,M$,measure: -22.52284115993474,-55.711830616350696,guarulhos,sp,-23.45088569608748,-46.54498377407813,4.0
mc_ID_4760,"Single Female with five children, education: partial high school working as manual",10K or more,"Vegetables from Canned Foods department, Ordered Brand : Blue Label",31.8337,measure: 30.2347,yes,[],Sales Days,,$15.64 Millions,4.8484 Millions,2047.78,2811.99,457.36,304.91,amount: 610.5502,Agua Boa,MT,-14.047602159984944,-52.15582597611705, sao paulo ,SP,-23.7836170269202,-46.68314048987244,4.0
mc_ID_4761,"Single Female with one kid, education: bachelors degree working as professional",50 Thousand,"Vegetables from Frozen Foods department, Ordered Brand : PigTail",measure: 10.1606,-0.1,no,['Coffee Bar'],,Small Grocery,1.91 Millions,0.8213 Millions,2067.54,2617.39,330.83,221.04,473.7334,piratininga,Sp,-22.41435007250668,-49.150791131370646,Sao Paulo,SP,data: -23.44917893415549,-46.57435094932181,2.0
mc_ID_4762,"Married Female with two children, education: bachelors degree working as management",50K+,"Canned Sardines from Canned Foods department, Ordered Brand : Better",17.1524,12.7916,no,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",Save It (Sale),gourm3t,3.6 Millions,1.512 Millions,1424.85,2200.69,465.54,310.3,427.7617,sidrolandia,MS,data: -20.937569123176043,-54.96874327509509,cOLoMbO,_PR,-25.371298736141743,measure: -49.18823376385825,5.0
mc_ID_4763,"Married Male with No children, education: high school degree working as manual",30K+,"Eggs from Eggs department, Ordered Brand : Blue Medal",28.3451,,yes,[],Price Winners,,8.76 Millions,2.9784 Millions,1620.88,2191.86,341.05,227.33,543.397,SAO PAULO ,SP,-23.555476749379626,-46.67548530850014,rio  de  janeiro,RJ,-22.90624766887881,-43.27548982015692,measure: 4.0
mc_ID_4764,"Single Male with four children, education: high school degree working as skilled manual",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Just Right",13.2277,10.3205,no,[],Saving Days,SUPERMARKET,2.62 Millions,1.179 Millions,1508.0,1888.9,227.8,151.3,619.0228,rio de janeiro,RJ,-22.864778868805185,-43.5715998508552, mariñga,PR,-23.437975269077903,-51.91385959802448,val: 5.0
mc_ID_4767,"married male with four childran, education: partial high school working as skilled manual",10 Thousand,"Specialty from Produce department, Ordered Brand : Hermanos",24.4204,22.8214,yes,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Shelf Emptiers,GOURME7,$7.59 Millions,3.6432 Millions,1564.86,2207.28,385.45,255.85,773.0986,ouro preto do oeste,RO,-10.722916603760916,amount: -62.24969027879624,curi7ibanos,Sç,data: -27.288614821408185,-50.57696646191445,5.0
mc_ID_4768,"Married Male with two children , education: High School degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",23.6936,,yes,"['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",Shelf Clearing Days,,8.1 Millions,2.916 Millions,1871.16,2861.78,593.93,395.95,516.7763,sao paulo,SP,-23.539390973628056,-46.40558766694557,franca,sp,-20.50234199999999,-47.4215895,5.0
mc_ID_4770,"Married Male with five children, education: high school degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",10.4223,8.9687,no,[],Big Time Discounts,miD-SIZe_,3.99 Millions,1.3167 Millions,2822.54,3567.64,447.7,298.5,328.1302,parnamir1m,RN,-5.877772274940695,-35.21715973245594,CURITIBA,Pr,-25.464029318048183,-49.30472794690424,5.0
mc_ID_4771,"Married Male with five children, education: high school degree working as manual",30K+,"Meat from Meat department, Ordered Brand : Genteel",16.1349,13.2277,yes,[],Weekend Discount,Supermarket,$4.6 Millions,1.61 Millions,1509.35,1887.7,227.8,151.9,val: 735.1811,sao roque,SP,val: -23.53626695697963,-47.13489184347044,itajai,Sc,data: -26.912428672061186,measure: -48.6773810666573,5.0
mc_ID_4774,"Married Female with three children, education: partial high school working as skilled manual",$10K+,"Pure Juice Beverages from Beverages department, Ordered Brand : Excellent",23.8389,20.7864,no,"['Bar For Salad', 'Ready Food']",You Save Days,Supermarket,13.04 Millions,5.6072 Millions,2265.9,3684.35,853.22,,268.1421,guarulhos,"SP
",-23.43615246572221,-46.51710112461768,mogi das cruzes,SP,-23.551706513599484,-46.260979398542325,5.0
mc_ID_4775,"Single Female with one child, education: bachelors degree working as professional",50K+,"Cleaning Supplies from Household department, Ordered Brand : Denny",12.3265,,no,"['Bar For Salad', 'Ready Food']",Price Destroyers,,6.96 Millions,2.5056 Millions,2265.9,3687.19,853.22,568.75,304.7521,BELO 	HORIZONTE,MG,-19.865544862340563,-43.92052843242536,Sao Paulo,$P,-23.61411790980433,amount: -46.60034800222169,4.0
mc_ID_4776,"Single Male with two children, education: high school degree working as skilled manual",30K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",,29.3626,yes,"['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",,Deluxe,€7.6M,3.3896 Millions,2036.83,2837.69,481.98,319.5,measure: 495.7517,rio de janeiro,RJ,-22.907125456287147,-43.29187014002536,_cariac1ca, ES ,data: -20.29753657631548,-40.40086853731229,5.0
mc_ID_4777,"Married Female with four children, education: partial high school working as skilled manual",10000,"Specialty from Carousel department, Ordered Brand : Symphony",25.2925,22.24,yes,"['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",Sale Winners,Deluxe_,€4.1M,1.92 Millions,1869.09,2863.04,595.93,396.71,519.7574,sao p4ulo,$P,-23.54335652677597,measure: -46.683946373016354,"sao paulo
",SP,-23.539494799586286,-46.63284391414975,3.0
mc_ID_4779,"Single Female with No childran, education: partial college working as management",50000,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",11.2217,,no,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Sale : Double Down,,1.89 Millions,0.7938 Millions,1734.5,2572.86,503.07,334.45,€225.79,ltaborai,RJ,-22.734001459672847,-42.86323433666325,curitiba,PR,-25.464029318048183,-49.30472794690424,
mc_ID_4781,"Married Male with two children, education: bachelors degree working as professional",50K+,"Canned Soup from Canned Foods department, Ordered Brand : Pleasant",,-21.5132,yes,[],,SUPERMARKET,$5.72 Millions,1.9448 Millions,2049.72,2813.35,459.36,305.24,525.8765,SALTO,5P,-23.178684008309883,measure: -47.29319089454089,Maringa,PR,-23.437975269077903,-51.91385959802448,5.0
mc_ID_4782,"Single Female with four children, education: bachelors degree working as professional",50K+,"Side Dishes from Deli department, Ordered Brand : Red Spade",measure: nan,amount: 21.3678,yes,"['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",,Deluxe,€7.9M,4.557 Millions,2035.68,2841.35,481.98,321.26,amount: 416.2557,sao paulo,sp,-23.51199192423105,-46.49208446197129,SAO GONCALO,RJ,-22.82732701725956,data: -43.05044041062229,measure: 4.0
mc_ID_4783,"Single Female with two kids, education: HS degree working as skilled manual",50K+,"Decongestants from Health and Hygiene department, Ordered Brand : Steady",-1.0,25.874,no,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,DELUXE,€5.0M,1.8912 Millions,2056.49,3145.51,654.13,436.09,352.0313,maceio,A1,-9.656441569634511,-35.71199490093108,ub4,MG,-21.12574332854103,val: -42.92260482854105,5.0
mc_ID_4785,"Single Female with three children, education: graduate degree working as professional.",110K+,"Baking Goods from Baking Goods department, Ordered Brand : CDR",22.24,amount: nan,no,"['Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Money Savers,,4.64 Millions,2.32 Millions,1872.95,2863.29,595.93,395.95,val: 343.611,campinorte,go,-14.317709932095248,-49.15370256644173,santa barbara d´oeste,5P,-22.760477687572443,-47.41281121951772,2.0
mc_ID_4787,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",measure: 30.0894,25.7286,no,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Save It (Sale),Deluxe,8.13 Millions,2.8455 Millions,,2147.17,373.1,,393.4006,santos,_$P,-23.96682586733222,-46.32897174522469,novo hamburgo, RS ,-29.67923604262464,-51.14794390232424,4.0
mc_ID_4788,"Married Male with three children, education: high school degree working as manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",846.02 oz,-21.0771,yes,[],Best Price Savers,Supermarket,$11.05 Millions,4.641 Millions,1508.0,1885.16,227.8,151.9,650.4028,rio de janeiro,RJ,-23.01133469499096,-43.45025641534424,CURITIBA,SP,-25.491606559524563,-49.28283748666978,5.0
mc_ID_4790,"Single Male with one child, education: bachelors degree working as professional",50K+,"Fruit from Produce department, Ordered Brand : Hermanos",30.9615,amount: nan,no,['Coffee Bar'],,,10.02 Millions,4.6092 Millions,1236.07,1970.94,440.92,293.95,760.4943,cubatao,SP,-23.90043313112842,-46.423940795026745,PATOS DE MINAS,Mg,-18.60497691187199,-46.52154885505743,4.0
mc_ID_4791,"Single Female with No children, education: high school degree working as manual",30K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : PigTail",23.9843,21.0771,no,"['Bar For Salad', 'Ready Food']",,Supermarket,€1.9M,1.0434 Millions,2265.9,3690.39,853.22,568.75,432.0503,MACAU,RN,-5.110823178027693,-36.634970094311726,vIDeIra,Sc,-27.00086872288371,-51.14532022116548,5.0
mc_ID_4792,"Single Female with five children, education: high school degree working as manual",30K+ annually,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",val: nan,14.972,no,"['Florist', 'Coffee Bar', 'Ready Food', 'Video Store', 'Bar For Salad']",,deluxe,1.83 Millions,0.7137 Millions,2038.11,2841.35,481.98,320.16,455.3761,BRAS1LIA DE MINAS,MG,-16.213651546849597,-44.43006422494324,bebedouro,SP,-20.928623885001464,-48.49299639722605,5.0
mc_ID_4793,"Married Male with five children, education: bachelors degree working as professional",110K+,"Candy from Snacks department, Ordered Brand : Atomic",,,no,"['Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",,,€3.0M,1.5664 Millions,2055.29,3145.35,654.13,436.09,267.3576,sao paulo,SP,-23.53108125950717,data: -46.51791357132556,santos,sp,-23.93465945090488,-46.331065142884974,2.0
mc_ID_4794,"Single Female with four children, education: high school degree working as manual",$30K+,"Eggs from Eggs department, Ordered Brand : Giant",28.7811,24.275,yes,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Green Light Special,Deluxe,3.3 Millions,1.518 Millions,1525.28,2147.17,375.1,248.79,507.9899,sao paulo,"5P
",-23.576650637803663,-46.453653854146246,SAO PAULO,SP,-23.49517247515727,-46.50119464071786,5.0
mc_ID_4796,"Married Female with three kidren, education: graduate degree working as management",130000,"Side Dishes from Deli department, Ordered Brand : Lake",19.6235,16.7163,no,"['Bar For Salad', 'Ready Food']",Price Slashers,Supermarket,6.62 Millions,2.1846 Millions,2448.37,,472.27,313.55,402.7623,osasco,sp,amount: -23.51664287858874,-46.7830835646749,ibITinGa,SP,-21.7664768468313,measure: -48.83154737836604,4.0
mc_ID_4797,"mARIED mALE WITH FOUR CHILDREN, EDUCATION: GRADUATE DEGREE WORKING AS PROFESSIONAL",70K+,"Meat from Deli department, Ordered Brand : Red Spade",,23.4028,no,[],,SUPERMARKET,6.99 Millions,2.2368 Millions,1510.05,1887.7,227.8,151.9,379.7503,goiania,go,-16.704461999999946,-49.23461149999996,sao paulo,SP,-23.56168119891244,-46.50627110555333,5.0
mc_ID_4798,"Married Female with four children, education: high school degree working as skilled manual",30K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : PigTail",20.2049,,yes,[],Save It (Sale),,1.16 Millions,0.5336 Millions,2049.72,2816.87,457.36,306.8,467.4051,Pocos De Caldas,Mg,-21.801414691524894,-46.54455938110862,cascavel,_PR,-24.961400882504734,-53.45816618100577,5.0
mc_ID_4800,"Married Female with two kidren, education: graduate degree working as management",90K+,"Vegetables from Canned Foods department, Ordered Brand : Better",26.0193,24.4204,no,['Coffee Bar'],Super Duper Savers,Small Grocery,1.32 Millions,0.5412 Millions,1394.66,2289.52,534.29,356.19,611.4393, clevelandia ,PR,-26.393086264534976,-52.33882436951645,belo horizonte,MG,-19.878513898894187,-43.95694702879617,5.0
mc_ID_4801,"Married Male with three kidren, education: bachelor'ss degree working as professional",50 Thousand,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",26.7461,-23.6936,no,"['Florist', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Best Price Savers,Gourmet,4.05 Millions,1.4175 Millions,1564.86,2205.9,385.45,256.97,558.1979,sao paulo,sp,-23.55021019790515,-46.55646739716662,santo andre,SP,amount: -23.63888466388715,-46.49858921994927,5.0
mc_ID_4802,"Single_Female_with_four_children,_education:_partial_high_school_working_as_manual",€8K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : PigTail",25.5832,,yes,[],Full Free,,8.96 Millions,3.9424 Millions,1508.0,,229.8,149.94,660.2352,santana de parnaiba,SP,-23.47612082653356,data: -46.89640352164008,vicente de c4rvalho,SP,data: -23.939318620030072,-46.30539278864907,4.0
mc_ID_4803,"SiNgLe mAlE WiTh tWo kIdReN, eDuCaTiOn: BaChElOrS DeGrEe wOrKiNg aS MaNaGeMeNt",€8K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",amount: 18.1699,15.2627,yes,"['Ready Food', 'Bar For Salad']",Super Wallet Savers,,€4.2M,2.1516 Millions,2265.9,,855.22,,570.8022,Jatal,GO,-17.8856069719365,-51.719640227882586,	guarulhos,sp,measure: -23.44007914793122,amount: -46.51144923980033,4.0
mc_ID_4804,"Single Female with four kids, education: partial high school working as management.",70K+,"Fruit from Produce department, Ordered Brand : Tri-State",-22.676,21.2225,yes,"['Florist', 'Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar']",,Deluxe,1.24 Millions,0.4092 Millions,1734.5,2576.12,505.07,333.88,313.0678,SAO jOSe dOS CAmPoS,sp,-23.23724961587513,-45.88082955926476,Sao Bernardo Do Campo,SP,-23.71688471949829,-46.54199108267673,5.0
mc_ID_4805,"mARRIED mALE WITH FOUR CHILDREN, EDUCATION: bACHELORS DEGREE WORKING AS MANAGEMENT",50K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",13.4021,9.0413,yes,['Coffee Bar'],Two Day Sale,Supermarket,3.51 Millions,1.5093 Millions,1236.07,1970.94,440.92,293.95,477.3944,florianopolis,SC,-27.590329257833734,-48.52015089439666,maringa,PR,-23.38219409935399,-51.95529780691714,5.0
mc_ID_4807,"Married Male with two kids, education: bachelor'ss degree working as professional",50K+,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",amount: 13.0823,8.7216,no,[],Big Time Discounts,supermarket,€3.1M,1.4352 Millions,2049.72,2812.66,457.36,304.91,310.662,rio claru,SP,data: -22.38438072912452,-47.586364840844695,ibitinga,SP,-21.7664768468313,-48.83154737836604,5.0
mc_ID_4809,"single male with two kidren, education: partial high school working as manual",30K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",,13.3585,yes,[],,Supermarket,16.9 Millions,7.605 Millions,2049.72,2808.45,457.36,304.91,467.4051,porto nacionel,TO,-10.718468400245484,-48.40892080773838,mARiNGA,PR,-23.437975269077903,-51.91385959802448,5.0
mc_ID_4810,"Single Male with one child, education: high school degree working as skilled manual",30K+ annually,"Kitchen Products from Household department, Ordered Brand : Cormorant",10.524,-7.6023,no,"['Coffee Bar', 'Bar For Salad', 'Video Store', 'Ready Food', 'Florist']",Go For It,DELUxe,11.85 Millions,5.451 Millions,2038.11,2841.35,481.98,321.26,455.3761,_rio grande,_R$,-32.03094717184131,val: -52.08162508196311,sao jose dos campos,SP,-23.18093790397594,-45.86936250721335,amount: 5.0
mc_ID_4811,"Single Female with four children, education: high school degree working as manual",Income: 30K+,"Dairy from Dairy department, Ordered Brand : Even Better",,25.7286,no,['Coffee Bar'],,,2.54 Millions,1.2446 Millions,1395.14,2288.01,534.29,356.19,765.2536,Recife,PE,-8.096610865947236,-34.91551928351319,Sao Paul0,SP,-23.59272363197529,-46.6315844403312,5.0
mc_ID_4813,"Married Female with two kids, education: bachelors degree working as management",50K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington",data: 19.9142,16.8617,yes,"['Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food', 'Florist']",Save It (Sale),DELUXE,€4.9M,2.3534 Millions,1527.58,2143.61,373.1,248.01,393.4006,	artur nogueira,SP,-22.559120480675748,data: -47.16516839542564,sao paulo,$P,-23.479316999999995,-46.5904340471753,4.0
mc_ID_4814,"Married Female with five children, education: partial high school working as skilled manual",Income: 10K+,"Drinks from Beverages department, Ordered Brand : Excellent",10.3496,7.4279,no,"['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist', 'Video Store']",,DELUXE,8.55 Millions,4.0185 Millions,2038.11,2840.16,481.98,321.0,284.3028,paracatu,MG,-17.211337793818256,-46.886436092783214,sao paulo,SP,-23.65111484251016,val: -46.75521082321932,5.0
mc_ID_4815,"Married Male with two children, education: partial High School working as manual",50K or more,"Bathroom Products from Health and Hygiene department, Ordered Brand : Hilltop",23.2575,18.8967,yes,[],Two for One,Supermarket,€6.1M,2.7132 Millions,2049.72,2813.38,457.36,304.91,300.8296,londrina,	PR,-23.33472238190318,-51.14522312378098,saO pauLo,SP,-23.5595404069971,-46.55031816083575,5.0
mc_ID_4816,"Married Male with three children, education: bachelors degree working as management",70K or more,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",20.2049,-18.606,yes,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Save Price,	Deluxe,€5.7M,2.4192 Millions,2055.29,3141.53,656.13,437.18,584.191,rio de janeiro,RJ,-22.968219049397007,-43.18823673772285,PRESIDENTE PRUDENTE,sp,-22.12947979600667,-51.3915163426337,5.0
mc_ID_4818,"Single Male with four kidren, education: partial college working as professional",30K+,"Bread from Baked Goods department, Ordered Brand : Modell",,18.606,yes,[],,,13.08 Millions,4.8396 Millions,1508.0,1884.08,227.8,151.01,735.1811,sao paulo,sp,data: -23.58358015598129,-46.60324359824576,itatiba,"SP
",-23.005474434298936,-46.84112811740003,val: 5.0
mc_ID_4820,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",23.9843,,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Sale Winners,,2.8 Millions,1.344 Millions,1872.03,2861.12,,394.49,val: 519.7574,nilupolis,RJ,-22.816023900276488,-43.40551886477415,I7Aquaquecetuba,SP,-23.48262344063541,-46.37448952833195,4.0
mc_ID_4821,"Single Female with four children, education: bachelors degree working as professional",70K+,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",-9.8263,5.4655,yes,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Promo Big,Deluxe,9.84Ms,3.5424 Millions,2054.4,,654.13,436.03,267.3576,sAO PAuLo,SP_,val: -23.60263367081205,val: -46.66618597403208,pradopolis,SP,-21.36757068180344,-48.06270442872158,5.0
mc_ID_4822,"Married Female with one child, education: partial college working as professional",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Blue Label",,15.6988,no,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Video Store', 'Ready Food']",,Deluxe,5.19 Millions,1.7646 Millions,2040.91,2843.18,481.98,320.99,284.3028,santos,SP,-23.9678895545329,-46.34412123980033,franco da rocha,SP,-23.295096434365902,-46.708240939623,5.0
mc_ID_4825,"Single Male with five children, education: bachelors degree working as professional",Income: 70K+,"Magazines from Periodicals department, Ordered Brand : Mighty Good",26.6008,25.0018,no,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Full Free,Deluxe,10.8 Millions,4.968 Millions,2055.29,3147.78,654.13,436.09,data: 288.5914,sao paulo,$P,-23.6322501723814,-46.75266983686787, SaLtO ,SP,-23.19024365306712,-47.291570633360266,1.0
mc_ID_4826,"Married Female with three children, education: partial college working as clerical",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",amount: 8.9832,6.0615,yes,"['Video Store', 'Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Two Day Sale,gourmet,3.18 Millions,1.0494 Millions,1424.85,2200.69,465.54,310.3,783.1925,_kampinas,SP,-22.95282064788205,-47.02865383550558,sao paulo,SP,-23.55684999916328,-46.56941527477062,5.0 stars
mc_ID_4827,"Married Male with two children, education: High School degree working as skilled manual",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Better",10.8583,7.9366,no,[],Two Day Sale,mid-size,11.94Ms,5.6118 Millions,2085.67,3391.99,783.64,522.49,734.9719,karuaru,PE,-8.286415962259753,-35.95832378711987,teresopo1is,RJ,-22.428725888669057,-42.97556752642736,5.0
mc_ID_4831,"Married Female with four children, education: partial High School working as skilled manual",10000,"Dairy from Dairy department, Ordered Brand : Gorilla",12.8788,21.95 lbs,yes,[],Weekend Discount,Supermarket,13.16 Millions,5.5272 Millions,1508.0,1887.7,227.8,,735.1811,sao carlos,Sp,-22.00055438718329,-47.88585695697964,ibitinga,SP,-21.7664768468313,-48.83154737836604,3.0
mc_ID_4832,"Married Female with four children, education: high school degree working as manual",30k,"Paper Products from Household department, Ordered Brand : Sunset",13.6347,12.1811,yes,"['Bar For Salad', 'Ready Food']",,Supermarket,$12.6 Millions,5.04 Millions,2448.37,3232.19,472.27,314.92,719.3865,sao paulo,SP,-23.56861847821569,val: -46.58272199999999,fRANCA,$P,-20.54822779974972,-47.395897060007975,5.0
mc_ID_4833,"Single Female wiht four children, education: High School degree working as skilled manual",30K+,"Fruit from Produce department, Ordered Brand : Hermanos",30.9615,measure: 27.909,no,"['Bar For Salad', 'Ready Food']",,Supermarket,6.68 Millions,2.7388 Millions,2448.75,3231.94,470.27,,754.7413,	belo horizon7e,MG,-19.935201059120523,-43.9567957307693,itaquaquecetuba,SP,measure: -23.43567309991361,-46.38032799842931,5.0
mc_ID_4836,"Married Male with two children, education: partial high school working as manual",50K+ annually,"Vegetables from Frozen Foods department, Ordered Brand : Golden",,8.0965,yes,[],,Supermarket,4.38 Millions,1.6644 Millions,2047.0,2816.06,457.36,305.57,515.2596,PiraCICABa,SP,measure: -22.68073272144369,-47.70099050140135,sao paulo,Sp,amount: -23.53877907744238,measure: -46.53648566833056,5.0
mc_ID_4837,"Married Male with two children, education: partial college working as management",90K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",data: 13.8237,10.9165,no,"['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad', 'Video Store']",Go For It,DeluXE,7.77 Millions,3.3411 Millions,2038.11,2841.35,481.98,320.18,455.3761,embu das artes,SP,-23.6572766081135,-46.80590562447345,sao paulo,SP,amount: -23.577073040798663,amount: -46.7199426382077,4.0
mc_ID_4838,"Single Male with three children, education: bachelors degree working as professional",50K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",19.6235,16716.30 grams,no,['Florist'],Save Price,supeRMARKet,4.08 Millions,1.5096 Millions,1320.15,2192.32,523.32,347.3,670.486,SaoPaulo,_SP,-23.6119461648681,amount: -46.68121078074323,santa maria da serra,SP,-22.568919796062783,-48.15058521909285,5.0
mc_ID_4840,"Single Male with one child, education: partial college working as manual",30K or more,"Paper Products from Household department, Ordered Brand : Sunset",13.7074,23.81 lbs,no,[],Sales Days,Supermarket,10.36Ms,3.5224 Millions,2049.72,2811.99,457.36,303.46,610.5502,piracicabe,sp,-22.752261000000004,-47.62153799999999,sao pauio,sp,-23.65111484251016,-46.75521082321932,5.0
mc_ID_4843,"Single Female with one child, education: bachelors degree working as professional",600+ monthly,"Dairy from Dairy department, Ordered Brand : Even Better",29.5079,26.4554,no,['Coffee Bar'],Budget Bargains,Supermarket,2.46Ms,0.8364 Millions,1236.07,1970.94,,295.09,754.0614,SAO PAULO,sP,-23.56861847821569,-46.58272199999999,franca,SP,-20.54822779974972,-47.395897060007975,5.0
mc_ID_4844,"Singlee Male with three children , education: partial High School working as manual",10K+ annually,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden",11.4252,9.9716,yes,[],Weekend Discount,,2.58 Millions,0.8514 Millions,1507.69,1887.7,227.8,150.58,735.1811,forquilhinha,SC ,-28.748325046839994,-49.483182534145975,munte siao,Mg,-22.42880507067007,-46.569550269431765,5.0
mc_ID_4846,"Married Male with one child, education: bachelors degree working as professional",110K+,"Breakfast Foods from Breakfast Foods department, Ordered Brand : Best",,9.9716,yes,[],,Supermarket,7.41 Millions,3.4086 Millions,2049.72,2816.26,457.36,304.91,467.4051,_itaquaquecetuba,SP,-23.46348277507773,-46.38178864305148,betim,MG,data: -19.941877521944868,-44.11327370697121,4.0
mc_ID_4852,"Married Male with three children, education: partial high school working as manual",10K+,"Electrical from Household department, Ordered Brand : High Quality",-13.969,-999.0,yes,[],Shelf Clearing Days,,2.0Ms,0.84 Millions,1623.48,2188.74,341.05,227.33,288.8006,"alagoinha5
",BA,-12.137507964605874,-38.41870742459835,berueri,SP,measure: -23.491791912543025,-46.94733309700014,5.0
mc_ID_4857,"Married Female with three children, education: high school degree working as professional",130K+,"Hardware from Checkout department, Ordered Brand : Framton",-28.7811,data: 25.7286,yes,"['Bar For Salad', 'Ready Food']",Super Duper Savers,	Supermarket,$6.42 Millions,2.9532 Millions,2265.9,3687.88,855.22,570.23,677.285,porto alegre,RS,-30.0373750279428,-51.10576615986805,guariba,sp,-21.36235769739203,-48.232975701561735,5.0
mc_ID_4858,"Married Male with one child, education: partial HS working as management",130K+,"Canned Clams from Canned Foods department, Ordered Brand : Pleasant",measure: 14.0272,11.1054,yes,"['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Sale : Double Down,Deluxe,1.58 Millions,0.7268 Millions,1527.83,2150.39,373.1,,746.3733,piracICaBa,sp,-22.76823217842944,measure: -47.59592486661107,belo horizonte,_MG,-19.878513898894187,-43.95694702879617,5.0
