field_unnamed:_0,field_person_description,min__yearly_income,customer_order,is_recyclable?,additional_features_in_market,field_promotion_name,store_kind,store_sales,store_cost,grocery_area,store_area,frozen_area,meat_area,cost,field_customer_city,customer_state,customer_lat,customer_lng,field_seller_city,seller_state,seller_lat,seller_lng,review_score,weights
mc_ID_16039,"Single Female with five children, education: bachelors degree working as management",50K+,"Vegetables from Produce department, Ordered Brand : Tri-State",recyclable,['Coffee Bar'],Weekend Discount,,"7.5 ,000,000illions",3.15 Millions,1236.42,1970.94,440.92,,364.1649,gUaRulHOs,SP,-23.49189491395926,-46.54629394463038,ibitinga,SP,-21.7664768468313,-48.83154737836604,3.0,"{'gross': 9.6809, 'net': 6.7592}"
mc_ID_16040,"Single Male with three children, education: partial HS working as professional",1080+ monthly,"Vegetables from Canned Foods department, Ordered Brand : Pleasant",recyclable,,Price Destroyers,5upermarket,4.8 Millions,2.016 Millions,,,457.36,306.45,325.6198,florianopolis,5C,-27.649291379133214,-48.52180222785512,sao ludgero,5C,-28.327530882623098,-49.18050954005345,measure: 5.0,"{'gross': 10.9019, 'net': 9.4484}"
mc_ID_16041,"Married Male with one child, education: bachelors degree working as professional",50K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",recyclable,"['Florist', 'Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad']",Roller Savings (High) ,Gourmet,4.44 Millions,2.0424 Millions,1423.19,2196.06,465.54,311.55,499.7265,bom sucesso,MG,-21.02334443220542,-44.74877949393773,sao paulo,SP,-23.609026190856948,-46.65965657991232,3.0,"{'gross': 11.12, 'net': 6.7592}"
mc_ID_16042,"Single Male with three children, education: high school degree working as skilled manual",360+ monthly,"Hardware from Checkout department, Ordered Brand : James Bay",non recyclable,"['Florist', 'Video Store', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Sale : Double Down,d3luxe,11.34 Millions,5.2164 Millions,1525.28,2150.41,373.1,248.79,278.2883,sete lagoas,MG,-19.46361254830593,-44.24441403023008,sao peulo,Sp,-23.537511255832708,-46.63705730743676,5.0,"{'gross': 26.60 kg, 'net': -23.5482}"
mc_ID_16043,Married Female with two children; education: partial high school working as skilled manual,10K+,"Canned Soup from Canned Foods department, Ordered Brand : Bravo",non recyclable,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad']",Shelf Emptiers,GOURMET,$3.2 Millions,1.312 Millions,1565.31,2208.91,385.45,256.97,773.0986,niteroi,Rj ,-22.90581654870452,-43.106988856771984,jau,SP,-22.27568678711987,-48.542599749927895,5.0,"{'gross': 21.8039, 'net': 18.8967}"
mc_ID_16044,"Married Male with four children, education: partial high school working as professional",130K+,"Hygiene from Health and Hygiene department, Ordered Brand : Faux Products",recyclable,"['Coffee Bar', 'Video Store', 'Ready Food', 'Florist', 'Bar For Salad']",,Deluxe,7.94 Millions,3.176 Millions,1868.85,2861.13,593.93,395.95,608.772,sao paulo,SP,val: -23.54742685206877,-46.49706910491086,ibitinga,5P,amount: -21.7664768468313,-48.83154737836604,5.0,"{'gross': 12.1084, 'net': 7.7331}"
mc_ID_16047,"Marriied Male with three children, education: Bachelors degree working as professional",90K+,"Frozen Desserts from Frozen Foods department, Ordered Brand : Big Time",recyclable,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Sale : Double Down,,€10.6M,4.7576 Millions,2057.54,3148.11,654.13,436.09,500.7202,itapevi,SP,-23.56337220714669,-46.93710104735605,sao paulo,Sp,-23.50271592062436,-46.48299647362806,amount: 4.0,"{'gross': 15.1174, 'net': 10.7421}"
mc_ID_16048,"Married Male with four children, education: high school degree working as manual",30K+,"Canned Anchovies from Canned Foods department, Ordered Brand : Just Right",recyclable,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Sale : Double Down,Deluxe,"14.25 ,000,000illions",5.415 Millions,1734.5,,503.07,335.38,265.6317,Presidente Prudente,SP,-22.12947979600667,-51.3915163426337,	SAO PAULO,SP,-23.554079433810344,-46.53324185942636,5.0,"{'gross': 517.87 oz, 'net': 10.3205}"
mc_ID_16053,"MARRIED MALE WITH TWO CHILDREN, EDUCATION: BACHELORS DEGREE WORKING AS PROFESSIONAL",70K+,"Magazines from Periodicals department, Ordered Brand : Excel",recyclable,,Super Savers,Supermarket,$8.52 Millions,3.834 Millions,2049.72,2811.99,457.36,304.91,measure: 339.8977,lagoe da prata,MG,-20.022568491315106,-45.54469897672237,saopaulo,SP,-23.612052666446743,-46.60783466642034,5.0,"{'gross': 10.3205, 'net': 7.3988}"
mc_ID_16054,"Married Male with two children, education: partial high school working as skilled manual",30K+,"Pure Juice Beverages from Beverages department, Ordered Brand : Token",non recyclable,['Coffee Bar'],Go For It,small grocery,0.83 Millions,0.2739 Millions,2067.23,2624.66,332.83,221.2,amount: 381.8946,bRaSilLA,DF_,-15.832386000000003,-48.0355965,pIrACiCAbA,$p,-22.71683928585045,data: -47.65736585405934,4.0,"{'gross': amount: 29.944, 'net': 27.0368}"
mc_ID_16056,"Married Female with four kidren, education: partial HS working as skilled manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",non recyclable,"['Ready Food', 'Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad']",,deluXE,3.28 Millions,1.148 Millions,2038.11,,481.98,321.26,data: 739.4174,itapeva,SP,-23.994483344755256,-48.89186808310373,carapicuiba,SP,-23.54770711276392,-46.83422886223403,3.0,"{'gross': 12.6608, 'net': 9.7536}"
mc_ID_16057,"Married Male with one child,education: bachelors degree working as management",50 Thousand,"Eggs from Eggs department, Ordered Brand : National",non recyclable,"['Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist', 'Ready Food']",Shelf Emptiers,Gourmet,€2.0M,0.819 Millions,1424.85,,465.54,310.3,616.4078,sao bernardo do campo ,sp,-23.73039812934955,-46.594048579231405,Ribeirao Das Neves,mg,-19.76655607171568,-44.00162722365764,data: 5.0,"{'gross': -24.7111, 'net': 21.8039}"
mc_ID_16058,"mARRIED mALE WITH TWO KIDREN, EDUCATION: BACHELORS DEGREE WORKING AS PROFESSIONAL",50K+,"Candles from Household department, Ordered Brand : Cormorant",non recyclable,['Coffee Bar'],Dimes Off,Supermarket,5.43 Millions,2.2263 Millions,,1970.85,440.92,295.53,688.1634,macae,rj,-22.31094319646468,-41.72187679346239,uru4cu, GO ,-14.518522867646602,-49.1319174044097,4.0,"{'gross': 11.7596, 'net': 7.3988}"
mc_ID_16059,"Single Male with three kidren, education: partial HS working as skilled manual",30K+,"Hot Beverages from Beverages department, Ordered Brand : Landslide",non recyclable,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",Price Slashers,Deluxe,"8.34 ,000,000illions",3.2526 Millions,1734.5,2572.86,503.07,335.38,282.9953,SAO PAULO,SP,amount: -23.74981810254469,-46.69876375197105,brusque,SC_,-27.14105704919435,-48.96146112936535,amount: 3.0,"{'gross': 19.3328, 'net': 14.972}"
mc_ID_16060,"Single Male with four children, education: bachelors degree working as professional",50K+,"Hygiene from Health and Hygiene department, Ordered Brand : Steady",non recyclable,"['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",Two Day Sale,Gourmet,2.4 Millions,1.128 Millions,1426.56,2197.77,,311.68,588.4796,cristal,Rs,measure: -31.001202931306764,-52.048354434876174,mogi guacu,sp,-22.3970091627978,data: -46.94545202732525,Rating: 5.0,"{'gross': 16.7163, 'net': val: 15.2627}"
mc_ID_16062,"Single Male with two children, education: partial college working as management",30 Thousand,"Meat from Deli department, Ordered Brand : Red Spade",non recyclable,,Big Time Discounts,SUPERMARKET_,10.96 Millions,4.384 Millions,2049.72,2811.99,457.36,306,R$1708.64,SAO PAULO,$p,-23.71020950597261,-46.77766430070986,saopaulo,SP,-23.541074779906506,-46.69219306549716,5.0,"{'gross': 29.3626, 'net': amount: 25.0018}"
mc_ID_16063,"Single Male with five kids, education: HS degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",non recyclable,['Coffee Bar'],Fantastic Discounts,Small Grocery,$0.69 Millions,0.2415 Millions,1422.96,2088.27,398.93,265.98,700.8723,sao paulo,5P,-23.47872104025041,data: -46.58108916028048,porto alegre,RS,-30.01895817707312,-51.16296204564608,4.0,"{'gross': 12.5445, 'net': 9.6373}"
mc_ID_16064,"Married Male with three children, education: high school degree working as manual",30K+ annually,"Frozen Desserts from Frozen Foods department, Ordered Brand : Carrington",recyclable,['Coffee Bar'],Sale Winners,SmALL GRoCERY,"1.81 ,000,000illions",0.7783 Millions,2069.04,2618.88,330.83,219.56,564.9446,sao paulo,SP,val: -23.50230377546311,-46.65126445475793,bauru,Sp,measure: -22.32817929115924,-49.02886625465973,5.0,"{'gross': -1.0, 'net': 13.8091}"
mc_ID_16065,"Single Female w/ five children, education: High School degree working as professional",90K+,"Fruit from Canned Products department, Ordered Brand : Applause",recyclable,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Video Store', 'Ready Food']",Dimes Off,,8.4 Millions,3.696 Millions,2038.11,2841.35,481.98,321.26,602.7575,curitiba,PR,measure: -25.539430693865768,-49.2886326382077,	atibaia,sp,-23.14492333670709,-46.539830386938746,--,"{'gross': 10.117, 'net': 5.7562}"
mc_ID_16067,"Single Female with four children, education: high school degree working as manual",$30K+,"Vegetables from Produce department, Ordered Brand : Tri-State",non recyclable,['Florist'],Sale Sale Sale,,2.01 Millions,0.8241 Millions,1320.15,,,348.85,304.1768,5ao paulo,SP,val: -23.4408456305819,val: -46.806897340964944,sao paulo,SP,-23.53108125950717,-46.51791357132556,3.0,"{'gross': 25.4379, 'net': 21.0771}"
mc_ID_16068,"Single Female with one child, education: high school degree working as skilled manual",€25K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Colossal",non recyclable,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",,deluxe,5.12 Millions,1.8432 Millions,1525.28,2147.17,373.1,248.79,318.3501,sAo pauiO,SP,-23.551567250620376,-46.69325969149985,Saito,Sp,-23.20591698084141,-47.307845865803,5.0,"{'gross': 12.5009, 'net': 9.5937}"
mc_ID_16070,"Married Male with one child, education: partial college working as professional",110K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",non recyclable,['Coffee Bar'],Dimes Off,Small Grocery,2.2 Millions,1.1 Millions,1423.37,2087.27,398.93,,531.6295,caieiras,SP,-23.36233213890305,-46.74058494125767,CAMPO LIMPO PAULISTA,Sp,-23.20706431353269,-46.760735214610754,5.0,"{'gross': -0.1, 'net': 17.1524}"
mc_ID_16071,"Maried Female with one child, education: partial college working as professional",110K+,"Fruit from Produce department, Ordered Brand : Tell Tale",recyclable,"['Video Store', 'Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",,DELuxe,7.36 Millions,3.0176 Millions,1734.5,2572.86,503.07,335.65,265.6317,jacobina,BA,-11.1853901569017,-40.52296210476496,SAO JOSE DO RIO PRETO,SP,-20.80243626346376,-49.39562406741489,4.0,"{'gross': amount: 19.7689, 'net': 16861.70 grams}"
mc_ID_16075,"Married Female with three children, education: high school degree working as professional",110K+,"Fruit from Canned Products department, Ordered Brand : Big City",recyclable,['Florist'],Save It (Sale),Supermarket,$3.51 Millions,1.2285 Millions,1322.68,2188.28,523.32,347.96,427.7617,horizontina,Rs,-27.61586773619327,-54.31070990694841,Curitiba,Pr,-25.464029318048183,-49.30472794690424,1.0,"{'gross': -25.874, 'net': val: 24.275}"
mc_ID_16077,"Married Female with three children, education: bachelor'ss degree working as professional",70K+,"Snack Foods from Snack Foods department, Ordered Brand : Fast",non recyclable,"['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist', 'Video Store']",One Day Sale,Deluxe,3.82 Millions,1.8336 Millions,2035.99,2841.35,481.98,319.92,measure: 767.3456,SAO PAULO,5P,-23.55732368858565,-46.65692890729416,s4o  paulo,SP,-23.537511255832708,-46.63705730743676,4.0,"{'gross': 10.7711, 'net': 7.8494}"
mc_ID_16078,"Single Female with four kids, education: partial high school working as manual",10K+,"Dairy from Dairy department, Ordered Brand : Gorilla",recyclable,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",,Deluxe,"5.96 ,000,000illions",2.2052 Millions,1871.4,2858.48,593.93,395.83,amount: 516.7763,araquarl,SÇ,-26.417275647222727,-48.756934054286376,lEncoIS PaULISTa,SP,-22.6025864711492,-48.81247149518349,amount: 3.0,"{'gross': -29.5079, 'net': 25.0018}"
mc_ID_16079,"Married Male with No children, education: partial high school working as management",90K+,"Dairy from Dairy department, Ordered Brand : Club",non recyclable,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Save Price,Deluxe,2.94 Millions,0.9114 Millions,2055.29,3145.51,,434.49,602.1299,SAO PAULO,sp,-23.54196785483874,-46.68191419135562,sao paulo,sp,-23.693985995008337,-46.70188324132953,5.0,"{'gross': -12.2247, 'net': 7.8494}"
mc_ID_16080,"Married Male with five children, education: high school degree working as manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",non recyclable,['Coffee Bar'],Two Day Sale,Supermarke7 ,5.6 Millions,1.848 Millions,1235.53,1970.94,440.92,293.74,477.3944,rio de janeiro,RJ,-22.92801128978522,-43.64204907457884,maringa ,pr,-23.377396999935016,-51.93100618003307,1.0,"{'gross': 11.4398, 'net': 9.9716}"
mc_ID_16081,"Single Male with four children, education: high school degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",recyclable,,Save Price,supermarket,$6.33 Millions,3.165 Millions,1505.04,1887.7,227.8,151.9,325.6721,belo horizonte,MG_,-19.8780710718738,-43.91303661434592,_JUNDIAI,SP,-23.211714582578274,-46.8753760355472,3.0,"{'gross': -9.5937, 'net': 5.2184}"
mc_ID_16082,"Married Female with two children, education: high school degree working as manual",30k,"Breakfast Foods from Frozen Foods department, Ordered Brand : Imagine",non recyclable,"['Bar For Salad', 'Ready Food']",Shelf Clearing Days,,3.62 Millions,1.448 Millions,2448.37,3232.19,470.27,313.55,363.6942,campinas,SP,-22.950289907294163,-47.182224818627695,ribeireo preto_,SP,-21.17121748495008,-47.81941847157649,amount: 5.0,"{'gross': 9.114, 'net': 7.6459}"
mc_ID_16083,"Single Female with one child, education: high school degree working as manual",30K+,"Candy from Snacks department, Ordered Brand : Musial",non recyclable,"['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist', 'Video Store']",Tip Top Savings,Deluxe ,8.76 Millions,3.2412 Millions,1734.5,2574.61,503.07,334.58,287.127,seo paulo,sp,-23.64090150541207,-46.67021054334753,RIBEIRAO DAS NEVES,mg,data: -19.76655607171568,-44.00162722365764,5.0,"{'gross': 21.2225, 'net': 18.3153}"
mc_ID_16084,"Married Male with two children, education: graduate degree working as management",70k,"Decongestants from Health and Hygiene department, Ordered Brand : Steady",recyclable,,Two for One,Supermarket,7.72 Millions,3.1652 Millions,2048.09,,457.36,304.91,300.8296,Novo Hamburgo,rs ,-29.675741335580245,-51.16812324157407,ponta grossa,PR,-25.090806929770974,-50.15864960866176,5.0/5.0,"{'gross': data: 28.3451, 'net': 23.9843}"
mc_ID_16085,"Married Male with two children, education: partial college working as professional",30K+,"Fruit from Produce department, Ordered Brand : Ebony",,"['Bar For Salad', 'Ready Food']",Roller Savings (High) ,supermarket,13.72 Millions,4.9392 Millions,2265.9,3683.11,855.22,,356.4245,campos dos goytacazes,RJ,-21.732829408208083,-41.324414949725465,SAO PAULO,SP,-23.53174394892955,-46.61395302123605,4.0,"{'gross': -10.5822, 'net': 9.1286}"
mc_ID_16087,"Single Male with one child, education: partial high school working as manual",10K+,"Side Dishes from Deli department, Ordered Brand : Lake",recyclable,"['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",Price Cutters, Gourmet ,€2.4M,1.0044 Millions,1564.86,,,256.81,729.2712,SAO PAULO, SP ,-23.537119379681474,-46.64438743865777,rio de janeiro,RJ,-22.972956517889177,-43.39706327699233,5.0,"{'gross': 20.9317, 'net': 17.8792}"
mc_ID_16088,"Single Female with one child , education: bachelors degree working as professional",30K+,"Carbonated Beverages from Beverages department, Ordered Brand : Token",non recyclable,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",Bag Stuffer,,3.87 Millions,1.8189 Millions,1734.5,2572.86,503.07,333.44,amount: 432.1026,varzea grande,MT,measure: -15.622038398551592,-56.165330970165606,SAo pAulo,sp,-23.512538179294825,-46.50108112461768,2.0,"{'gross': 9.7827, 'net': 6.8755}"
mc_ID_16089,"Married Male with one child, education: high school degree working as skilled manual, Married Male with one child",Income: 30K+,"Drinks from Beverages department, Ordered Brand : Token",recyclable,-1,Best Price Savers,"SUPERMARKET
",6.44 Millions,1.9964 Millions,1508,1889.39,227.8,,650.4028,rolandia,PR,-23.31259824896755,val: -51.36894941889966, sao paulo ,	sp,-23.51845531779098,measure: -46.53268368206479,4.0,"{'gross': 20.0596, 'net': data: 15.6988}"
mc_ID_16090,"Married Female with two children, education: bachelors degree working as professional",50K+,"Canned Anchovies from Canned Foods department, Ordered Brand : Bravo",non recyclable,['Coffee Bar'],, Sup3rmarket,$6.93 Millions,3.3957 Millions,1235.91,1971.56,440.92,293.95,amount: 364.1649,campina das missoes,RS ,data: -27.99110094793968,-54.84605581154811,maringa,PR,-23.437975269077903,measure: -51.91385959802448,measure: 5.0,"{'gross': 12.1084, 'net': 7.7331}"
nil,"Married Male with four children, education: high school degree working as manual",30k,"Dairy from Dairy department, Ordered Brand : Booker",recyclable,,Money Savers,Supermarket,€5.6M,2.1912 Millions,1508,1892.2,227.8,151.48,277.2423,_ajuriceba,RS,-28.238124447645266,-53.769646170631695,portu alegre,RS,-30.0222114410237,val: -51.15161116293486,3.0,"{'gross': 31.3976, 'net': 27.0368}"
mc_ID_16093,"Single Male with one kid, education: bachelors degree working as professional",90K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",recyclable,"['Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar', 'Florist']",Lottery Cash Registerion,,11.28 Millions,4.512 Millions,1733.14,2576.12,505.07,,290.7357,sumare,sP,-22.800362898695823,val: -47.21833340077328,praia grande,sp,-24.026786758814687,-46.49304889148245,5.0,"{'gross': 26.6008, 'net': measure: 22.0946}"
mc_ID_16094,"Married Female with four children,education: partial high school working as skilled manual",10K+ annually,"Packaged Vegetables from Produce department, Ordered Brand : Tell Tale",non recyclable,"['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Save Price,Deiuxe,3.34 Millions,1.169 Millions,,2837.22,481.98,320.82,284.3028,sao paulo,SP,-23.54693540437998,data: -46.63658792659698,sao paulo,SP,-23.58452319555432,-46.51460627909786,5.0,"{'gross': 26.31, 'net': 23.4028}"
mc_ID_16096,"Married Male with No children, education: partial high school working as skilled manual, Married Male with No children",10K+,"Vegetables from Produce department, Ordered Brand : Tri-State",recyclable,['Florist'],,Supermarket,4.86 Millions,1.9926 Millions,1322.92,2192.32,,348.85,292.6708,guaruja ,	SP,-24.014614278217262,-46.274569798459225,RIO DE JANEIRO,RJ,-22.93125598447676,-43.17881321481337,5.0,"{'gross': 27.3275, 'net': 25.7286}"
mc_ID_16097,Single Female with four kids; education: bachelors degree working as professional,50K+,"Magazines from Periodicals department, Ordered Brand : Excel",recyclable,['Coffee Bar'],###,Supermarket,2.31 Millions,1.0164 Millions,1235.78,1970.94,440.92,292.82,amount: 745.0135,betim,MG,val: -19.859018919787648,-44.15551948098565,rio de jameiro,rj,-22.87459850346245,-43.477731000000006,5.0,"{'gross': amount: 18.0246, 'net': 13.6492}"
mc_ID_16098,"Single Female with two children, education: high school degree working as skilled manual",30000,"Plastic Products from Household department, Ordered Brand : High Quality",non recyclable,"['Florist', 'Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad']",Lottery Cash Registerion,Deluxe,5.28 Millions,1.848 Millions,,2576.76,503.07,335.24,313.0678,rio de janairo,rj,-22.97590551067581,-43.18963171717928,saraNDI,PR,-23.431481257369107,-51.85490851643521,5.0,"{'gross': 26.7461, 'net': 23.6936}"
mc_ID_16099,"education: high school degree working as manual, Single Male with one child",10 Thousand,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",recyclable,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist', 'Video Store']",Tip Top Savings,Deluxe,4.48 Millions,2.1952 Millions,1734.5,2568.04,,335.38,data: 287.127,nova iguacu,RJ,-22.74138956806041,-43.447926628659445,sao paulo,SP,-23.554079433810344,-46.53324185942636,val: 4.0,"{'gross': 31.2522, 'net': -28.3451}"
mc_ID_16100,"Single Female with two kids, education: HS degree working as skilled manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",recyclable,"['Bar For Salad', 'Coffee Bar', 'Ready Food', 'Florist']",Saving Days,Deluxe,2.84 Millions,1.42 Millions,2052.32,3148.55,654.13,436.09,352.0313,brasilia,DF,-15.654091048625505,-47.86089188525851,sao paulo,SP,-23.524194342489487,-46.613838068844046,amount: 5.0,"{'gross': 10.6258, 'net': 7.704}"
mc_ID_16102,"Single Male with four children, education: high school degree working as skilled manual",$50K+,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good",non recyclable,"['Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",,Gourmet,5.19 Millions,2.2317 Millions,1564.86,2207.28,385.45,256.44,measure: 769.7514,santiago,Rs,amount: -29.18998882356588,-54.8719981328078,MogI DAs cRUZES,_SP,-23.512628393866617,-46.15269778088044,5.0,"{'gross': 13.4603, 'net': 10.5531}"
mc_ID_16103,"Married Male with two children, education: bachelors degree working as professional",50K+,"Cleaning Supplies from Household department, Ordered Brand : Denny",non recyclable,"['Ready Food', 'Bar For Salad']",Mystery Sale,Not Specified,$9.84 Millions,4.7232 Millions,2265.9,3690.92,853.22,568.75,444.3931,caraguatatuba,SP,amount: -23.576546988500965,-45.339161948726925,ribeirao preto,SP,-21.17121748495008,-47.81941847157649,4.0,"{'gross': 13.6492, 'net': 10.7421}"
mc_ID_16104,"Single Female w/ one child, education: high school degree working as skilled manual",$30K+,"Candy from Snacks department, Ordered Brand : Gulf Coast",non recyclable,"['Ready Food', 'Coffee Bar', 'Video Store', 'Bar For Salad', 'Florist']",Price Destroyers,Deluxe,€8.7M,4.4247 Millions,2038.11,2841.35,481.98,321.26,777.2826,riodejaneiro,RJ,-23.0043086872296,-43.32450783783356,campinas,SP ,-22.92991227115403,-47.07189552530681,4.0,"{'gross': -19.1874, 'net': -14.6813}"
mc_ID_16105,"Single Male with four children, education: High School degree working as skilled manual",30K+,"Carbonated Beverages from Beverages department, Ordered Brand : Washington",recyclable,"['Ready Food', 'Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar']",Two for One,dELuxE,7.28 Millions,3.276 Millions,2038.11,,481.98,321.26,358.9349,VITORIA,ES,data: -20.27507398535653,-40.2918413543484,sAo CaRLOs,Sp,-22.016967296150906,-47.85171546211552,5.0,"{'gross': 15.4081, 'net': 13.9545}"
mc_ID_16106,"Married Male with two kidren, education: partial high school working as skilled manual",$10K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Colossal",recyclable,"['Florist', 'Bar For Salad', 'Ready Food', 'Coffee Bar']",,,€4.8M,2.805 Millions,2054.19,3145.51,654.13,,amount: 725.9763,RIO DE JANEIRO,RJ,-23.0043086872296,-43.32450783783356,campinas,SP,-22.92991227115403,-47.07189552530681,5.0,"{'gross': 21367.80 grams, 'net': 19.7689}"
mc_ID_16107,"married male with three kids, education: partial college working as clerical",30K+,"Side Dishes from Deli department, Ordered Brand : American",non recyclable,"['Video Store', 'Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food']",Tip Top Savings,_dELUXE,3.56Ms,1.5308 Millions,2035.21,2839.74,481.98,321.26,416.2557,@pucarana,PR,-23.552512530494816,-51.46349357996916,sao paulo,SP_,-23.569085514570943,-46.52738665237461,measure: 5.0,"{'gross': -28.9265, 'net': 25.874}"
mc_ID_16109,"Married Male with two children, education: bachelors degree working as professional",50K+,"Hygiene from Health and Hygiene department, Ordered Brand : Consolidated",recyclable,"['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",,,9.52Ms,3.0464 Millions,1525.28,,373.1,248.79,755.9442,llmeira,SP,-22.568907864569766,-47.37619564683011,sao pauIo,SP,-23.504769581649203,-46.62470303231384,5.0,"{'gross': 15.5534, 'net': 12.6317}"
mc_ID_16110,"Married Female with five children, education: partial high school working as skilled manual",10000,"Electrical from Household department, Ordered Brand : Denny",recyclable,"['Florist', 'Coffee Bar', 'Video Store', 'Ready Food', 'Bar For Salad']",,DeIuxe,"5.76 ,000,000illions",1.9008 Millions,2038.11,2841.94,481.98,321.26,455.3761,SAO PAULO,$p,-23.621426340267785,-46.637372330976966,praia grande,SP,-24.026786758814687,amount: -46.49304889148245,4.0,"{'gross': 29.0719, 'net': amount: 26.1647}"
mc_ID_16111,"Married Male wiht three children , education: High School degree working as professional",130K+,"Vegetables from Produce department, Ordered Brand : Tri-State",recyclable,"['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Bag Stuffer,Deluxe,5.06 Millions,2.1252 Millions,1734.5,2571.49,505.07,335.38,662.2226,sao paulo,SP,-23.56235710851754,-46.676288326389326,	brasilia,DF,-15.84494561197996,-47.98527498130505,5.0,"{'gross': 23.1121, 'net': 20.0596}"
mc_ID_16114,Married Female with three children; education: partial high school working as manual,10K+,"Fruit from Produce department, Ordered Brand : Tell Tale",non recyclable,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Money Savers,Deluxe,1.36 Millions,0.4488 Millions,1525.28,2147.93,373.1,248.79,560.656,sao paulo,Sp,measure: -23.476243640313832,-46.65895442102839,guarulhos,SP,-23.40802531933689,-46.47133305879546,5.0,"{'gross': 30.5255, 'net': 27.6183}"
mc_ID_16116,"education: partial high school working as skilled manual, Single Female with two children",10K+,"Hardware from Checkout department, Ordered Brand : James Bay",non recyclable,['Florist'],,Supermarket,11.34Ms,5.3298 Millions,,2192.87,523.32,348.85,770.6405,vere,PR,-25.880150780030885,-52.90735066146606,videira,sc,-27.00086872288371,-51.14532022116548,measure: 5.0,"{'gross': 26.6008, 'net': 23.5482}"
mc_ID_16117,"Single Female with two children, education: bachelor'ss degree working as professional",70K+ annually,"Dairy from Dairy department, Ordered Brand : Club",recyclable,['Coffee Bar'],Wallet Savers,Small Grocery,2.57Ms,1.2079 Millions,2070.81,2620.42,330.83,220.55,728.8528,sao sebastiao do alto,RJ,-21.86540399999995,-42.08080399999997,sao paulo,SP,-23.571084458220376,-46.70899251887011,5.0,"{'gross': 25.874, 'net': 22.8214}"
mc_ID_16118,"Single Male with one child, education: partial high school working as skilled manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",non recyclable,['Florist'],Price Destroyers,Supermarket,€9.1M,5.1264 Millions,1320.15,2191.63,523.32,,$710.86,_Itabira,MG,-19.63165621067063,-43.212335433135365,saltu, SP ,-23.20591698084141,-47.307845865803,5.0,"{'gross': 23.5482, 'net': 20.641}"
mc_ID_16119,"Single Female with four children, education: high school degree working as skilled manual",30K+,"Decongestants from Health and Hygiene department, Ordered Brand : Faux Products",recyclable,"['Ready Food', 'Florist', 'Video Store', 'Coffee Bar', 'Bar For Salad']",Lottery Cash Registerion,Daluxe,4.83 Millions,1.7871 Millions,,,503.07,335.38,500.9294, sao paulo ,SP,-23.469173790178296,-46.63497713128279,ibitinga,SP,data: -21.7664768468313,-48.83154737836604,data: nan,"{'gross': 30.2347, 'net': val: 28.6358}"
